Country,Year,Month,Name Of The Service Area Having Telephone Connections,"Total Telephone Connections  (UOM:Number), Scaling Factor:1000000"
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Himachal Pradesh,8.319857
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Jammu & Kashmir,9.749227
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Karnataka,60.467403
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Kerala,34.474341
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Madhya Pradesh,62.67977
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Maharashtra,78.963988
India,"Calendar Year (Jan - Dec), 2015","June, 2015",North East,10.764524
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Odisha,28.731789
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Punjab,31.90762
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Rajasthan,56.609234
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Tamil Nadu,82.695391
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Uttar Pradesh (East),85.633943
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Uttar Pradesh (West),53.20453
India,"Calendar Year (Jan - Dec), 2015","June, 2015",West Bengal,49.526348
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Kolkata,24.112526
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Delhi,49.460356
India,"Calendar Year (Jan - Dec), 2015","June, 2015",Mumbai,33.487651
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Andhra Pradesh,73.424338
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Assam,17.638676
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Bihar,71.795837
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Gujarat,59.714223
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Haryana,22.389239
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Himachal Pradesh,8.304722
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Jammu & Kashmir,9.780782
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Karnataka,59.859074
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Kerala,34.267722
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Madhya Pradesh,62.368529
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Maharashtra,78.938845
India,"Calendar Year (Jan - Dec), 2015","May, 2015",North East,10.736943
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Odisha,28.45075
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Punjab,31.71135
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Rajasthan,56.235273
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Tamil Nadu,82.75117
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Uttar Pradesh (East),85.604066
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Uttar Pradesh (West),53.045786
India,"Calendar Year (Jan - Dec), 2015","May, 2015",West Bengal,48.766986
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Kolkata,23.798616
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Delhi,49.185698
India,"Calendar Year (Jan - Dec), 2015","May, 2015",Mumbai,33.239872
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Andhra Pradesh,73.635546
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Assam,17.467676
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Bihar,70.92868
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Gujarat,60.062727
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Haryana,22.445954
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Himachal Pradesh,8.287979
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Jammu & Kashmir,9.653997
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Karnataka,59.660164
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Kerala,33.999603
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Madhya Pradesh,62.142076
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Maharashtra,79.163606
India,"Calendar Year (Jan - Dec), 2015","April, 2015",North East,10.697863
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Odisha,28.319944
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Punjab,31.871431
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Rajasthan,56.498374
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Tamil Nadu,82.698039
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Uttar Pradesh (East),84.625876
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Uttar Pradesh (West),52.54774
India,"Calendar Year (Jan - Dec), 2015","April, 2015",West Bengal,48.323536
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Kolkata,23.564161
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Delhi,49.260536
India,"Calendar Year (Jan - Dec), 2015","April, 2015",Mumbai,33.618116
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Andhra Pradesh,73.817145
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Assam,17.318325
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Bihar,69.674187
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Gujarat,60.116265
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Haryana,22.412258
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Himachal Pradesh,8.064289
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Jammu & Kashmir,9.462601
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Karnataka,60.324342
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Kerala,33.937335
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Madhya Pradesh,61.708096
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Maharashtra,79.05853
India,"Calendar Year (Jan - Dec), 2015","March, 2015",North East,10.630814
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Odisha,28.187654
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Punjab,31.74993
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Rajasthan,56.028852
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Tamil Nadu,83.07741
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Uttar Pradesh (East),83.913423
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Uttar Pradesh (West),52.506526
India,"Calendar Year (Jan - Dec), 2015","March, 2015",West Bengal,47.515156
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Kolkata,23.564791
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Delhi,49.328987
India,"Calendar Year (Jan - Dec), 2015","March, 2015",Mumbai,33.733296
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Andhra Pradesh,69.19445
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Assam,15.462192
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Bihar,61.966991
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Gujarat,56.227514
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Haryana,21.751303
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Himachal Pradesh,7.373458
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Jammu & Kashmir,8.125041
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Karnataka,56.637842
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Kerala,34.006214
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Madhya Pradesh,56.584457
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Maharashtra,74.903431
India,"Calendar Year (Jan - Dec), 2014","March, 2014",North East,9.551079
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Odisha,25.473028
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Punjab,32.433318
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Rajasthan,53.569781
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Tamil Nadu,78.087652
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Uttar Pradesh (East),77.783016
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Uttar Pradesh (West),49.297455
India,"Calendar Year (Jan - Dec), 2014","March, 2014",West Bengal,42.797168
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Kolkata,22.147379
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Delhi,45.688835
India,"Calendar Year (Jan - Dec), 2014","March, 2014",Mumbai,33.953534
